ID,Datetime,Count,,
236,3/9/2012 20:00,6,4.666666667,5.100173679
237,3/9/2012 21:00,2,4.416666667,4.852159785
238,3/9/2012 22:00,4,4.416666667,4.783987002
239,3/9/2012 23:00,6,4.5,4.881268042
240,4/9/2012 0:00,2,4.416666667,4.650766599
241,4/9/2012 1:00,4,4.5,4.598705271
242,4/9/2012 2:00,4,4.5,4.550808849
243,4/9/2012 3:00,2,4.416666667,4.346744141
244,4/9/2012 4:00,2,4.416666667,4.15900461
245,4/9/2012 5:00,2,4.333333333,3.986284241
246,4/9/2012 6:00,2,4.333333333,3.827381502
247,4/9/2012 7:00,2,4.166666667,3.681190982
248,4/9/2012 8:00,2,4.166666667,3.546695703
249,4/9/2012 9:00,4,4.25,3.582960047
250,4/9/2012 10:00,2,4.083333333,3.456323243
251,4/9/2012 11:00,2,3.833333333,3.339817384
252,4/9/2012 12:00,4,3.833333333,3.392631993
253,4/9/2012 13:00,2,3.833333333,3.281221434
254,4/9/2012 14:00,2,3.5,3.178723719
255,4/9/2012 15:00,4,3.5,3.244425821
256,4/9/2012 16:00,2,3.416666667,3.144871756
257,4/9/2012 17:00,2,3.166666667,3.053282015
258,4/9/2012 18:00,2,3,2.969019454
259,4/9/2012 19:00,2,2.833333333,2.891497898
260,4/9/2012 20:00,4,2.75,2.980178066
261,4/9/2012 21:00,4,2.833333333,3.061763821
262,4/9/2012 22:00,4,2.833333333,3.136822715
263,4/9/2012 23:00,4,2.75,3.205876898
264,5/9/2012 0:00,2,2.75,3.109406746
265,5/9/2012 1:00,4,2.75,3.180654206
266,5/9/2012 2:00,10,3,3.72620187
267,5/9/2012 3:00,4,3.083333333,3.74810572
268,5/9/2012 4:00,4,3.166666667,3.768257263
269,5/9/2012 5:00,2,3.166666667,3.626796682
270,5/9/2012 6:00,2,3.166666667,3.496652947
271,5/9/2012 7:00,2,3.166666667,3.376920711
272,5/9/2012 8:00,2,3.166666667,3.266767054
273,5/9/2012 9:00,4,3.166666667,3.32542569
274,5/9/2012 10:00,4,3.25,3.379391635
275,5/9/2012 11:00,2,3.25,3.269040304
276,5/9/2012 12:00,6,3.333333333,3.48751708
277,5/9/2012 13:00,2,3.333333333,3.368515713
278,5/9/2012 14:00,2,3.333333333,3.259034456
279,5/9/2012 15:00,4,3.333333333,3.3183117
280,5/9/2012 16:00,2,3.333333333,3.212846764
281,5/9/2012 17:00,2,3.333333333,3.115819023
282,5/9/2012 18:00,2,3.333333333,3.026553501
283,5/9/2012 19:00,8,3.583333333,3.424429221
284,5/9/2012 20:00,4,3.583333333,3.470474883
285,5/9/2012 21:00,8,3.75,3.832836892
286,5/9/2012 22:00,14,4.166666667,4.646209941
287,5/9/2012 23:00,8,4.333333333,4.914513146
288,6/9/2012 0:00,6,4.5,5.001352094
289,6/9/2012 1:00,2,4.416666667,4.761243927
290,6/9/2012 2:00,2,4.083333333,4.540344412
291,6/9/2012 3:00,2,4,4.337116859
292,6/9/2012 4:00,2,3.916666667,4.150147511
293,6/9/2012 5:00,2,3.916666667,3.97813571
294,6/9/2012 6:00,4,4,3.979884853
295,6/9/2012 7:00,6,4.166666667,4.141494065
296,6/9/2012 8:00,2,4.166666667,3.97017454
297,6/9/2012 9:00,6,4.25,4.132560576
298,6/9/2012 10:00,2,4.166666667,3.96195573
299,6/9/2012 11:00,6,4.333333333,4.124999272
300,6/9/2012 12:00,8,4.416666667,4.43499933
301,6/9/2012 13:00,6,4.583333333,4.560199384
302,6/9/2012 14:00,6,4.75,4.675383433
303,6/9/2012 15:00,6,4.833333333,4.781352758
304,6/9/2012 16:00,6,5,4.878844538
305,6/9/2012 17:00,2,5,4.648536975
306,6/9/2012 18:00,4,5.083333333,4.596654017
307,6/9/2012 19:00,2,4.833333333,4.388921695
308,6/9/2012 20:00,6,4.916666667,4.51780796
309,6/9/2012 21:00,2,4.666666667,4.316383323
310,6/9/2012 22:00,6,4.333333333,4.451072657
311,6/9/2012 23:00,4,4.166666667,4.414986845
312,7/9/2012 0:00,4,4.083333333,4.381787897
313,7/9/2012 1:00,2,4.083333333,4.191244865
314,7/9/2012 2:00,4,4.166666667,4.175945276
315,7/9/2012 3:00,2,4.166666667,4.001869654
316,7/9/2012 4:00,2,4.166666667,3.841720082
317,7/9/2012 5:00,2,4.166666667,3.694382475
318,7/9/2012 6:00,2,4.083333333,3.558831877
319,7/9/2012 7:00,2,3.916666667,3.434125327
320,7/9/2012 8:00,2,3.916666667,3.319395301
321,7/9/2012 9:00,4,3.833333333,3.373843677
322,7/9/2012 10:00,4,3.916666667,3.423936183
323,7/9/2012 11:00,2,3.75,3.310021288
324,7/9/2012 12:00,4,3.583333333,3.365219585
325,7/9/2012 13:00,2,3.416666667,3.256002018
326,7/9/2012 14:00,2,3.25,3.155521857
327,7/9/2012 15:00,2,3.083333333,3.063080108
328,7/9/2012 16:00,4,3,3.138033699
329,7/9/2012 17:00,6,3.166666667,3.366991004
330,7/9/2012 18:00,4,3.166666667,3.417631723
331,7/9/2012 19:00,2,3.166666667,3.304221185
332,7/9/2012 20:00,2,3,3.199883491
333,7/9/2012 21:00,4,3.083333333,3.263892811
334,7/9/2012 22:00,2,2.916666667,3.162781386
335,7/9/2012 23:00,2,2.833333333,3.069758875
336,8/9/2012 0:00,2,2.75,2.984178165
337,8/9/2012 1:00,36,4.166666667,5.625443912
338,8/9/2012 2:00,2,4.083333333,5.335408399
339,8/9/2012 3:00,4,4.166666667,5.228575727
340,8/9/2012 4:00,2,4.166666667,4.970289669
341,8/9/2012 5:00,2,4.166666667,4.732666496
342,8/9/2012 6:00,2,4.166666667,4.514053176
343,8/9/2012 7:00,2,4.166666667,4.312928922
344,8/9/2012 8:00,2,4.166666667,4.127894608
345,8/9/2012 9:00,2,4.083333333,3.957663039
346,8/9/2012 10:00,2,4,3.801049996
347,8/9/2012 11:00,2,4,3.656965997
348,8/9/2012 12:00,4,4,3.684408717
349,8/9/2012 13:00,4,4.083333333,3.70965602
350,8/9/2012 14:00,4,4.166666667,3.732883538
351,8/9/2012 15:00,2,4.166666667,3.594252855
352,8/9/2012 16:00,4,4.166666667,3.626712627
353,8/9/2012 17:00,2,4,3.496575616
354,8/9/2012 18:00,6,4.083333333,3.696849567
355,8/9/2012 19:00,2,4.083333333,3.561101602
356,8/9/2012 20:00,2,4.083333333,3.436213474
357,8/9/2012 21:00,4,4.083333333,3.481316396
358,8/9/2012 22:00,4,4.166666667,3.522811084
359,8/9/2012 23:00,2,4.166666667,3.400986197
360,9/9/2012 0:00,2,4.166666667,3.288907302
361,9/9/2012 1:00,2,2.75,3.185794717
362,9/9/2012 2:00,2,2.75,3.09093114
363,9/9/2012 3:00,2,2.666666667,3.003656649
364,9/9/2012 4:00,2,2.666666667,2.923364117
365,9/9/2012 5:00,2,2.666666667,2.849494988
366,9/9/2012 6:00,2,2.666666667,2.781535389
367,9/9/2012 7:00,2,2.666666667,2.719012557
368,9/9/2012 8:00,2,2.666666667,2.661491553
369,9/9/2012 9:00,4,2.75,2.768572229
370,9/9/2012 10:00,8,3,3.18708645
371,9/9/2012 11:00,4,3.083333333,3.252119534
372,9/9/2012 12:00,4,3.083333333,3.311949972
373,9/9/2012 13:00,6,3.166666667,3.526993974
374,9/9/2012 14:00,2,3.083333333,3.404834456
375,9/9/2012 15:00,4,3.166666667,3.452447699
376,9/9/2012 16:00,2,3.083333333,3.336251884
377,9/9/2012 17:00,2,3.083333333,3.229351733
378,9/9/2012 18:00,4,3,3.291003594
379,9/9/2012 19:00,2,3,3.187723307
380,9/9/2012 20:00,2,3,3.092705442
381,9/9/2012 21:00,2,2.916666667,3.005289007
382,9/9/2012 22:00,2,2.833333333,2.924865886
383,9/9/2012 23:00,2,2.833333333,2.850876615
384,10/9/2012 0:00,2,2.833333333,2.782806486
385,10/9/2012 1:00,2,2.833333333,2.720181967
386,10/9/2012 2:00,2,2.833333333,2.66256741
387,10/9/2012 3:00,2,2.833333333,2.609562017
388,10/9/2012 4:00,2,2.833333333,2.560797056
389,10/9/2012 5:00,2,2.833333333,2.515933291
390,10/9/2012 6:00,2,2.833333333,2.474658628
391,10/9/2012 7:00,2,2.833333333,2.436685938
392,10/9/2012 8:00,2,2.833333333,2.401751063
393,10/9/2012 9:00,2,2.75,2.369610978
394,10/9/2012 10:00,2,2.5,2.340042099
395,10/9/2012 11:00,2,2.416666667,2.312838731
396,10/9/2012 12:00,4,2.416666667,2.447811633
397,10/9/2012 13:00,2,2.25,2.411986702
398,10/9/2012 14:00,2,2.25,2.379027766
399,10/9/2012 15:00,2,2.166666667,2.348705545
400,10/9/2012 16:00,2,2.166666667,2.320809101
401,10/9/2012 17:00,6,2.333333333,2.615144373
402,10/9/2012 18:00,2,2.25,2.565932823
403,10/9/2012 19:00,2,2.25,2.520658197
404,10/9/2012 20:00,2,2.25,2.479005542
405,10/9/2012 21:00,4,2.333333333,2.600685098
406,10/9/2012 22:00,8,2.583333333,3.03263029
407,10/9/2012 23:00,4,2.666666667,3.110019867
408,11/9/2012 0:00,6,2.833333333,3.341218278
409,11/9/2012 1:00,2,2.833333333,3.233920816
410,11/9/2012 2:00,2,2.833333333,3.13520715
411,11/9/2012 3:00,2,2.833333333,3.044390578
412,11/9/2012 4:00,2,2.833333333,2.960839332
413,11/9/2012 5:00,2,2.833333333,2.883972186
414,11/9/2012 6:00,2,2.833333333,2.813254411
415,11/9/2012 7:00,4,2.916666667,2.908194058
416,11/9/2012 8:00,2,2.916666667,2.835538533
417,11/9/2012 9:00,2,2.916666667,2.768695451
418,11/9/2012 10:00,2,2.916666667,2.707199814
419,11/9/2012 11:00,2,2.916666667,2.650623829
420,11/9/2012 12:00,2,2.833333333,2.598573923
421,11/9/2012 13:00,2,2.833333333,2.550688009
422,11/9/2012 14:00,2,2.833333333,2.506632968
423,11/9/2012 15:00,2,2.833333333,2.466102331
424,11/9/2012 16:00,2,2.833333333,2.428814144
425,11/9/2012 17:00,2,2.666666667,2.394509013
426,11/9/2012 18:00,2,2.666666667,2.362948292
427,11/9/2012 19:00,2,2.666666667,2.333912429
428,11/9/2012 20:00,2,2.666666667,2.307199434
429,11/9/2012 21:00,2,2.583333333,2.28262348
430,11/9/2012 22:00,6,2.5,2.580013601
431,11/9/2012 23:00,2,2.416666667,2.533612513
432,12/9/2012 0:00,8,2.5,2.970923512
433,12/9/2012 1:00,2,2.5,2.893249631
434,12/9/2012 2:00,2,2.5,2.821789661
435,12/9/2012 3:00,2,2.5,2.756046488
436,12/9/2012 4:00,2,2.5,2.695562769
437,12/9/2012 5:00,2,2.5,2.639917747
438,12/9/2012 6:00,2,2.5,2.588724327
439,12/9/2012 7:00,2,2.416666667,2.541626381
440,12/9/2012 8:00,4,2.5,2.658296271
441,12/9/2012 9:00,6,2.666666667,2.925632569
442,12/9/2012 10:00,4,2.75,3.011581964
443,12/9/2012 11:00,4,2.833333333,3.090655406
444,12/9/2012 12:00,4,2.916666667,3.163402974
445,12/9/2012 13:00,2,2.916666667,3.070330736
446,12/9/2012 14:00,2,2.916666667,2.984704277
447,12/9/2012 15:00,4,3,3.065927935
448,12/9/2012 16:00,6,3.166666667,3.3006537
449,12/9/2012 17:00,2,3.166666667,3.196601404
450,12/9/2012 18:00,2,3.166666667,3.100873292
451,12/9/2012 19:00,4,3.25,3.172803428
452,12/9/2012 20:00,2,3.25,3.078979154
453,12/9/2012 21:00,6,3.416666667,3.312660822
454,12/9/2012 22:00,8,3.5,3.687647956
455,12/9/2012 23:00,2,3.5,3.55263612
456,13-09-2012 00:00,2,3.25,3.42842523
457,13-09-2012 01:00,6,3.416666667,3.634151212
458,13-09-2012 02:00,2,3.416666667,3.503419115
459,13-09-2012 03:00,2,3.416666667,3.383145586
460,13-09-2012 04:00,2,3.416666667,3.272493939
461,13-09-2012 05:00,2,3.416666667,3.170694424
462,13-09-2012 06:00,2,3.416666667,3.07703887
463,13-09-2012 07:00,2,3.416666667,2.99087576
464,13-09-2012 08:00,2,3.333333333,2.911605699
465,13-09-2012 09:00,2,3.166666667,2.838677243
466,13-09-2012 10:00,4,3.166666667,2.931583064
467,13-09-2012 11:00,2,3.083333333,2.857056419
468,13-09-2012 12:00,4,3.083333333,2.948491905
469,13-09-2012 13:00,2,3.083333333,2.872612553
470,13-09-2012 14:00,2,3.083333333,2.802803549
471,13-09-2012 15:00,2,3,2.738579265
472,13-09-2012 16:00,4,2.916666667,2.839492924
473,13-09-2012 17:00,2,2.916666667,2.77233349
474,13-09-2012 18:00,4,3,2.870546811
475,13-09-2012 19:00,4,3,2.960903066
476,13-09-2012 20:00,4,3.083333333,3.04403082
477,13-09-2012 21:00,2,2.916666667,2.960508355
478,13-09-2012 22:00,8,2.916666667,3.363667686
479,13-09-2012 23:00,4,3,3.414574271
480,14-09-2012 00:00,4,3.083333333,3.46140833
481,14-09-2012 01:00,2,2.916666667,3.344495663
482,14-09-2012 02:00,2,2.916666667,3.23693601
483,14-09-2012 03:00,2,2.916666667,3.137981129
484,14-09-2012 04:00,2,2.916666667,3.046942639
485,14-09-2012 05:00,2,2.916666667,2.963187228
486,14-09-2012 06:00,2,2.916666667,2.88613225
487,14-09-2012 07:00,2,2.916666667,2.81524167
488,14-09-2012 08:00,2,2.916666667,2.750022336
489,14-09-2012 09:00,2,2.916666667,2.690020549
490,14-09-2012 10:00,8,3.083333333,3.114818905
491,14-09-2012 11:00,6,3.25,3.345633393
492,14-09-2012 12:00,2,3.166666667,3.237982721
493,14-09-2012 13:00,4,3.25,3.298944104
494,14-09-2012 14:00,6,3.416666667,3.515028575
495,14-09-2012 15:00,4,3.5,3.553826289
496,14-09-2012 16:00,4,3.5,3.589520186
497,14-09-2012 17:00,2,3.5,3.462358571
498,14-09-2012 18:00,4,3.5,3.505369886
499,14-09-2012 19:00,6,3.583333333,3.704940295
500,14-09-2012 20:00,4,3.583333333,3.728545071
501,14-09-2012 21:00,4,3.666666667,3.750261466
502,14-09-2012 22:00,4,3.5,3.770240548
503,14-09-2012 23:00,4,3.5,3.788621304
504,15-09-2012 00:00,4,3.5,3.8055316
505,15-09-2012 01:00,8,3.75,4.141089072
506,15-09-2012 02:00,4,3.833333333,4.129801946
507,15-09-2012 03:00,4,3.916666667,4.119417791
508,15-09-2012 04:00,4,4,4.109864367
509,15-09-2012 05:00,2,4,3.941075218
510,15-09-2012 06:00,2,4,3.785789201
511,15-09-2012 07:00,4,4.083333333,3.802926064
512,15-09-2012 08:00,6,4.25,3.978691979
513,15-09-2012 09:00,2,4.25,3.820396621
514,15-09-2012 10:00,4,4.083333333,3.834764891
515,15-09-2012 11:00,8,4.166666667,4.1679837
516,15-09-2012 12:00,8,4.416666667,4.474545004
517,15-09-2012 13:00,4,4.416666667,4.436581404
518,15-09-2012 14:00,4,4.333333333,4.401654891
519,15-09-2012 15:00,2,4.25,4.2095225
520,15-09-2012 16:00,2,4.166666667,4.0327607
521,15-09-2012 17:00,2,4.166666667,3.870139844
522,15-09-2012 18:00,2,4.083333333,3.720528657
523,15-09-2012 19:00,2,3.916666667,3.582886364
524,15-09-2012 20:00,4,3.916666667,3.616255455
525,15-09-2012 21:00,2,3.833333333,3.486955019
526,15-09-2012 22:00,4,3.833333333,3.527998617
527,15-09-2012 23:00,4,3.833333333,3.565758728
528,16-09-2012 00:00,4,3.833333333,3.600498029
529,16-09-2012 01:00,2,3.583333333,3.472458187
530,16-09-2012 02:00,2,3.5,3.354661532
531,16-09-2012 03:00,2,3.416666667,3.24628861
532,16-09-2012 04:00,2,3.333333333,3.146585521
533,16-09-2012 05:00,2,3.333333333,3.054858679
534,16-09-2012 06:00,2,3.333333333,2.970469985
